Date,META_Price,TESLA_Price,MICROSOFT_Price,ORACLE_Price
2015-05-12,77.46,16.32,47.35,43.57
2015-05-13,78.44,16.21,47.62,43.79
2015-05-14,81.37,16.27,48.72,44.38
2015-05-15,80.42,16.59,48.3,44.15
2015-05-18,80.88,16.58,48.01,44.24
2015-05-19,80.63,16.48,47.58,44.32
2015-05-20,80.55,16.29,47.58,44.29
2015-05-21,80.48,16.37,47.42,44.28
2015-05-22,80.54,16.52,46.9,43.93
2015-05-26,79.33,16.5,46.59,43.33
2015-05-27,80.55,16.5,47.61,44.14
2015-05-28,80.14,16.76,47.45,43.86
2015-05-29,79.19,16.72,46.86,43.49
2015-06-01,80.29,16.63,47.23,43.79
2015-06-02,80.44,16.56,46.92,43.7
2015-06-03,82.44,16.6,46.85,43.97
2015-06-04,82.05,16.39,46.36,43.77
2015-06-05,82.14,16.61,46.14,43.81
2015-06-08,80.67,17.09,45.73,43.1
2015-06-09,80.67,17.07,45.65,43.07
2015-06-10,82.16,16.71,46.61,43.94
2015-06-11,81.83,16.76,46.44,44.28
2015-06-12,81.53,16.71,45.97,44.34
2015-06-15,80.71,16.69,45.48,43.72
2015-06-16,81.06,16.87,45.83,44.64
2015-06-17,81.79,17.36,45.97,44.91
2015-06-18,82.91,17.46,46.72,42.74
2015-06-19,82.51,17.5,46.1,41.59
2015-06-22,84.74,17.32,46.23,41.49
2015-06-23,87.88,17.84,45.91,41.71
2015-06-24,88.86,17.68,45.63,41.2
2015-06-25,87.98,17.92,45.65,41.06
2015-06-26,88.01,17.81,45.26,40.99
2015-06-29,85.8,17.47,44.37,40.42
2015-06-30,85.77,17.88,44.15,40.3
2015-07-01,86.91,17.94,44.45,40.24
2015-07-02,87.28,18.67,44.4,40.36
2015-07-06,87.55,18.65,44.39,40.15
2015-07-07,87.22,17.86,44.3,40.16
2015-07-08,85.65,17.0,44.24,39.77
2015-07-09,85.88,17.19,44.52,40.18
2015-07-10,87.95,17.28,44.61,40.36
2015-07-13,90.1,17.48,45.54,40.8
2015-07-14,89.68,17.71,45.62,40.78
2015-07-15,89.76,17.54,45.76,40.79
2015-07-16,90.85,17.78,46.66,40.96
2015-07-17,94.97,18.31,46.62,40.4
2015-07-20,97.91,18.82,46.92,39.93
2015-07-21,98.39,17.78,47.28,39.57
2015-07-22,97.04,17.86,45.54,39.42
2015-07-23,95.44,17.81,46.11,39.0
2015-07-24,96.95,17.69,45.94,39.0
2015-07-27,94.17,16.87,45.35,38.51
2015-07-28,95.29,17.65,45.34,39.28
2015-07-29,96.99,17.59,46.29,39.79
2015-07-30,95.21,17.79,46.88,39.65
2015-07-31,94.01,17.74,46.7,39.94
2015-08-03,94.14,17.33,46.81,39.71
2015-08-04,94.06,17.75,47.54,39.66
2015-08-05,96.44,18.01,47.58,39.64
2015-08-06,95.12,16.41,46.62,39.32
2015-08-07,94.3,16.17,46.74,39.56
2015-08-10,94.15,16.08,47.33,39.89
2015-08-11,93.62,15.82,46.41,39.17
2015-08-12,94.19,15.88,46.74,39.28
2015-08-13,93.43,16.17,46.73,39.31
2015-08-14,94.42,16.21,47.0,39.41
2015-08-17,93.93,17.0,47.32,39.72
2015-08-18,95.17,17.38,47.27,39.83
2015-08-19,95.31,17.02,46.61,39.53
2015-08-20,90.56,16.15,45.66,38.63
2015-08-21,86.06,15.38,43.07,37.55
2015-08-24,82.09,14.59,41.68,36.08
2015-08-25,83.0,14.67,40.47,35.45
2015-08-26,87.19,14.99,42.71,36.91
2015-08-27,89.73,16.2,43.9,36.82
2015-08-28,91.01,16.57,43.93,37.46
2015-08-31,89.43,16.6,43.52,37.09
2015-09-01,87.23,15.91,41.82,36.01
2015-09-02,89.89,16.51,43.36,36.75
2015-09-03,88.15,16.37,43.5,36.9
2015-09-04,88.26,16.13,42.61,36.27
2015-09-08,89.53,16.54,43.89,37.68
2015-09-09,90.44,16.59,43.07,37.09
2015-09-10,91.98,16.57,43.29,37.61
2015-09-11,92.05,16.68,43.48,37.92
2015-09-14,92.31,16.88,43.04,37.56
2015-09-15,92.9,16.9,43.98,37.99
2015-09-16,93.45,17.48,44.3,38.27
2015-09-17,94.34,17.47,44.25,36.74
2015-09-18,94.4,17.37,43.48,36.38
2015-09-21,95.55,17.61,44.11,36.83
2015-09-22,92.96,17.4,43.9,36.19
2015-09-23,93.97,17.4,43.87,35.99
2015-09-24,94.41,17.54,43.91,36.06
2015-09-25,92.77,17.13,43.94,36.05
2015-09-28,89.21,16.56,43.29,35.44
2015-09-29,86.67,16.44,43.44,35.51
2015-09-30,89.9,16.56,44.26,36.12
2015-10-01,90.95,15.99,44.61,36.24
2015-10-02,92.07,16.5,45.57,36.89
2015-10-05,94.01,16.41,46.63,37.59
2015-10-06,92.8,16.1,46.75,37.73
2015-10-07,92.4,15.46,46.8,37.66
2015-10-08,92.47,15.11,47.45,37.89
2015-10-09,93.24,14.71,47.11,38.1
2015-10-12,94.26,14.37,47.0,38.04
2015-10-13,94.12,14.62,46.89,37.82
2015-10-14,94.07,14.46,46.68,37.26
2015-10-15,95.96,14.75,47.01,37.55
2015-10-16,97.54,15.13,47.51,37.37
2015-10-19,98.47,15.21,47.62,36.87
2015-10-20,97.0,14.2,47.77,36.86
2015-10-21,97.11,14.01,47.2,36.62
2015-10-22,99.67,14.11,48.03,37.79
2015-10-23,102.19,13.94,52.87,38.07
2015-10-26,103.77,14.35,54.25,38.37
2015-10-27,103.7,14.02,53.69,38.34
2015-10-28,104.2,14.2,53.98,38.88
2015-10-29,104.88,14.11,53.36,38.86
2015-10-30,101.97,13.8,52.64,38.84
2015-11-02,103.31,14.25,53.24,39.75
2015-11-03,102.58,13.89,54.15,40.2
2015-11-04,103.94,15.44,54.4,40.48
2015-11-05,108.76,15.45,54.38,40.35
2015-11-06,107.09,15.49,54.92,40.62
2015-11-09,106.49,15.02,54.16,40.1
2015-11-10,107.91,14.43,53.51,39.92
2015-11-11,109.01,14.61,53.65,39.04
2015-11-12,108.02,14.2,53.32,38.63
2015-11-13,103.95,13.81,52.84,37.3
2015-11-16,104.04,14.29,53.77,38.12
2015-11-17,105.13,14.27,52.97,38.13
2015-11-18,107.77,14.74,53.85,38.7
2015-11-19,106.26,14.79,53.94,39.02
2015-11-20,107.32,14.67,54.19,39.34
2015-11-23,106.95,14.52,54.19,39.14
2015-11-24,105.74,14.55,54.25,39.46
2015-11-25,105.41,15.31,53.69,39.26
2015-11-27,105.45,15.44,53.93,39.18
2015-11-30,104.24,15.35,54.35,38.97
2015-12-01,107.12,15.81,55.22,39.23
2015-12-02,106.07,15.47,55.21,38.7
2015-12-03,104.38,15.51,54.2,37.81
2015-12-04,106.18,15.36,55.91,39.16
2015-12-07,105.61,15.41,55.81,38.82
2015-12-08,106.49,15.11,55.79,38.73
2015-12-09,104.6,14.97,54.98,38.58
2015-12-10,105.42,15.14,55.27,38.19
2015-12-11,102.12,14.47,54.06,37.21
2015-12-14,104.66,14.57,55.14,37.65
2015-12-15,104.55,14.74,55.2,38.21
2015-12-16,106.79,15.63,56.13,38.91
2015-12-17,106.22,15.56,55.7,36.93
2015-12-18,104.04,15.36,54.13,36.35
2015-12-21,104.77,15.5,54.83,36.42
2015-12-22,105.51,15.33,55.35,36.59
2015-12-23,104.63,15.31,55.82,36.93
2015-12-24,105.02,15.37,55.67,37.01
2015-12-28,105.93,15.26,55.95,36.79
2015-12-29,107.26,15.81,56.55,37.04
2015-12-30,106.22,15.87,56.31,36.92
2015-12-31,104.66,16.0,55.48,36.53
2016-01-04,102.22,14.89,54.8,35.75
2016-01-05,102.73,14.9,55.05,35.64
2016-01-06,102.97,14.6,54.05,35.82
2016-01-07,97.92,14.38,52.17,35.04
2016-01-08,97.33,14.07,52.33,34.65
2016-01-11,97.51,13.86,52.3,34.94
2016-01-12,99.37,14.0,52.78,35.37
2016-01-13,95.44,13.35,51.64,34.08
2016-01-14,98.37,13.75,53.11,34.79
2016-01-15,94.97,13.67,50.99,34.12
2016-01-19,95.26,13.65,50.56,34.55
2016-01-20,94.35,13.25,50.79,33.94
2016-01-21,94.16,13.33,50.48,34.12
2016-01-22,97.94,13.5,52.29,34.8
2016-01-25,97.01,13.09,51.79,34.34
2016-01-26,97.34,12.9,52.17,35.23
2016-01-27,94.45,12.54,51.22,34.91
2016-01-28,109.11,12.65,52.05,35.33
2016-01-29,112.21,12.75,55.09,36.31
2016-02-01,115.09,13.13,54.71,36.32
2016-02-02,114.61,12.19,53.0,35.35
2016-02-03,112.69,11.57,52.16,35.69
2016-02-04,110.49,11.69,52.0,36.45
2016-02-05,104.07,10.84,50.16,35.7
2016-02-08,99.75,9.87,49.41,35.61
2016-02-09,99.54,9.88,49.28,35.08
2016-02-10,101.0,9.58,49.71,35.2
2016-02-11,101.91,10.03,49.69,34.84
2016-02-12,102.01,10.07,50.5,35.54
2016-02-16,101.61,10.34,51.09,35.7
2016-02-17,105.2,11.25,52.42,36.63
2016-02-18,103.47,11.12,52.19,36.63
2016-02-19,104.57,11.11,51.82,36.78
2016-02-22,107.16,11.85,52.65,37.11
2016-02-23,105.46,11.81,51.18,36.55
2016-02-24,106.88,11.93,51.36,36.63
2016-02-25,108.07,12.5,52.1,37.29
2016-02-26,107.92,12.69,51.3,36.96
2016-02-27,107.95,,51.33,
2016-02-29,106.92,12.8,50.88,36.78
2016-03-01,109.82,12.42,52.58,37.99
2016-03-02,109.95,12.56,52.95,37.76
2016-03-03,109.58,13.05,52.35,37.89
2016-03-04,108.39,13.4,52.03,37.89
2016-03-07,105.73,13.69,51.03,38.36
2016-03-08,105.93,13.51,51.65,38.15
2016-03-09,107.51,13.91,52.84,38.48
2016-03-10,107.32,13.68,52.05,38.05
2016-03-11,109.41,13.83,53.07,38.95
2016-03-14,109.89,14.34,53.17,38.7
2016-03-15,110.67,14.56,53.59,38.74
2016-03-16,112.18,14.8,54.35,40.22
2016-03-17,111.02,15.09,54.66,40.61
2016-03-18,111.45,15.52,53.49,41.48
2016-03-21,111.85,15.89,53.86,41.61
2016-03-22,112.25,15.62,54.07,41.38
2016-03-23,112.54,14.84,53.97,40.75
2016-03-24,113.05,15.18,54.21,40.97
2016-03-28,113.69,15.35,53.54,40.62
2016-03-29,116.14,15.34,54.71,40.7
2016-03-30,114.7,15.13,55.05,40.97
2016-03-31,114.1,15.32,55.23,40.91
2016-04-01,116.06,15.84,55.57,41.16
2016-04-04,112.55,16.47,55.43,41.07
2016-04-05,112.22,17.03,54.56,40.53
2016-04-06,113.71,17.69,55.12,40.75
2016-04-07,113.64,17.15,54.46,39.97
2016-04-08,110.63,16.67,54.42,40.36
2016-04-11,108.99,16.66,54.31,40.39
2016-04-12,110.61,16.52,54.65,40.42
2016-04-13,110.51,16.97,55.35,41.31
2016-04-14,110.84,16.79,55.36,41.24
2016-04-15,109.64,16.97,55.65,41.02
2016-04-18,110.45,16.93,56.46,41.24
2016-04-19,112.29,16.49,56.39,41.06
2016-04-20,112.42,16.66,55.59,41.1
2016-04-21,113.44,16.55,55.78,40.99
2016-04-22,110.56,16.92,51.78,40.7
2016-04-25,110.1,16.79,52.11,40.78
2016-04-26,108.76,16.92,51.44,40.65
2016-04-27,108.89,16.76,50.94,40.85
2016-04-28,116.73,16.51,49.9,40.33
2016-04-29,117.58,16.05,49.87,39.86
2016-05-02,118.57,16.12,50.61,40.3
2016-05-03,117.43,15.49,49.78,39.68
2016-05-04,118.06,14.84,49.87,39.29
2016-05-05,117.81,14.1,49.94,39.23
2016-05-06,119.49,14.33,50.39,39.41
2016-05-09,119.24,13.93,50.07,39.36
2016-05-10,120.5,13.91,51.02,40.02
2016-05-11,119.52,13.93,51.05,39.65
2016-05-12,120.28,13.82,51.51,39.82
2016-05-13,119.81,13.84,51.08,39.61
2016-05-16,118.67,13.89,51.83,39.97
2016-05-17,117.35,13.64,50.51,39.6
2016-05-18,117.65,14.08,50.81,39.47
2016-05-19,116.81,14.35,50.32,38.84
2016-05-20,117.35,14.69,50.62,39.41
2016-05-23,115.97,14.41,50.03,39.18
2016-05-24,117.7,14.53,51.59,39.9
2016-05-25,117.89,14.64,52.12,40.13
2016-05-26,119.47,15.01,51.89,39.95
2016-05-27,119.38,14.87,52.32,40.07
2016-05-31,118.81,14.88,53.0,40.2
2016-06-01,118.78,14.64,52.85,40.26
2016-06-02,118.93,14.6,52.48,38.66
2016-06-03,118.47,14.6,51.79,39.1
2016-06-06,118.79,14.71,52.13,39.44
2016-06-07,117.76,15.49,52.1,39.13
2016-06-08,118.39,15.7,52.04,39.28
2016-06-09,118.56,15.29,51.62,39.05
2016-06-10,116.62,14.59,51.48,38.74
2016-06-13,113.95,14.52,50.14,38.62
2016-06-14,114.94,14.33,49.83,38.83
2016-06-15,114.6,14.51,49.69,38.44
2016-06-16,114.39,14.53,50.39,38.64
2016-06-17,113.02,14.36,50.13,39.68
2016-06-20,113.37,14.65,50.07,39.73
2016-06-21,114.38,14.64,51.19,39.99
2016-06-22,113.91,13.11,50.99,40.01
2016-06-23,115.08,13.09,51.91,40.83
2016-06-24,112.08,12.88,49.83,39.23
2016-06-27,108.97,13.24,48.43,38.48
2016-06-28,112.7,13.45,49.44,39.13
2016-06-29,114.16,14.01,50.54,40.55
2016-06-30,114.28,14.15,51.17,40.93
2016-07-01,114.19,14.43,51.16,40.86
2016-07-05,114.0,14.27,51.17,40.4
2016-07-06,116.7,14.3,51.38,40.53
2016-07-07,115.85,14.4,51.38,40.53
2016-07-08,117.24,14.45,52.3,40.87
2016-07-11,117.87,14.99,52.59,40.78
2016-07-12,117.93,14.98,53.21,41.42
2016-07-13,116.78,14.84,53.51,41.46
2016-07-14,117.29,14.77,53.74,41.67
2016-07-15,116.86,14.69,53.7,41.77
2016-07-18,119.37,15.08,53.96,41.64
2016-07-19,120.61,15.02,53.09,41.08
2016-07-20,121.92,15.22,55.91,41.25
2016-07-21,120.61,14.7,55.8,41.07
2016-07-22,121.0,14.82,56.57,41.08
2016-07-25,121.63,15.33,56.73,41.16
2016-07-26,121.22,15.3,56.76,40.94
2016-07-27,123.34,15.23,56.19,40.93
2016-07-28,125.0,15.37,56.21,41.19
2016-07-29,123.94,15.65,56.68,41.04
2016-08-01,124.31,15.33,56.58,41.15
2016-08-02,123.09,15.15,56.58,40.71
2016-08-03,122.51,15.05,56.97,40.71
2016-08-04,124.36,15.37,57.39,40.9
2016-08-05,125.15,15.34,57.96,41.13
2016-08-08,125.26,15.08,58.06,41.16
2016-08-09,125.06,15.27,58.2,41.1
2016-08-10,124.88,15.04,58.02,41.09
2016-08-11,124.9,14.99,58.3,41.28
2016-08-12,124.88,15.04,57.94,41.09
2016-08-15,123.9,15.04,58.12,41.39
2016-08-16,123.3,14.91,57.44,41.32
2016-08-17,124.37,14.88,57.56,41.21
2016-08-18,123.91,14.9,57.6,41.14
2016-08-19,123.56,15.0,57.62,41.32
2016-08-22,124.15,14.86,57.67,41.22
2016-08-23,124.37,14.99,57.89,41.5
2016-08-24,123.48,14.84,57.95,41.07
2016-08-25,123.89,14.73,58.17,41.1
2016-08-26,124.96,14.67,58.03,41.26
2016-08-29,126.54,14.35,58.1,41.31
2016-08-30,125.84,14.09,57.89,41.31
2016-08-31,126.12,14.13,57.46,41.22
2016-09-01,126.17,13.38,57.59,41.16
2016-09-02,126.51,13.19,57.67,41.25
2016-09-06,129.73,13.52,57.61,41.25
2016-09-07,131.05,13.45,57.66,41.25
2016-09-08,130.27,13.16,57.43,40.72
2016-09-09,127.1,12.96,56.21,40.03
2016-09-12,128.69,13.22,57.05,40.68
2016-09-13,127.21,13.07,56.53,40.18
2016-09-14,127.77,13.09,56.26,40.25
2016-09-15,128.35,13.36,57.19,40.86
2016-09-16,129.07,13.69,57.25,38.92
2016-09-19,128.65,13.76,56.93,39.23
2016-09-20,128.64,13.64,56.81,39.07
2016-09-21,129.94,13.68,57.76,39.51
2016-09-22,130.08,13.76,57.82,39.51
2016-09-23,127.96,13.83,57.43,39.23
2016-09-26,127.31,13.93,56.9,39.03
2016-09-27,128.69,13.72,57.95,39.3
2016-09-28,129.23,13.75,58.03,39.44
2016-09-29,128.09,13.38,57.4,39.12
2016-09-30,128.27,13.6,57.6,39.28
2016-10-03,128.77,14.25,57.42,38.99
2016-10-04,128.19,14.09,57.24,38.87
2016-10-05,128.47,13.9,57.64,39.15
2016-10-06,128.74,13.4,57.74,38.87
2016-10-07,128.99,13.11,57.8,38.71
2016-10-10,130.24,13.4,58.04,38.62
2016-10-11,128.88,13.34,57.19,38.01
2016-10-12,129.05,13.43,57.11,38.05
2016-10-13,127.82,13.35,56.92,38.03
2016-10-14,127.88,13.1,57.42,38.41
2016-10-17,127.54,12.93,57.22,38.29
2016-10-18,128.57,13.27,57.66,38.42
2016-10-19,130.11,13.57,57.53,38.35
2016-10-20,130.0,13.27,57.25,38.09
2016-10-21,132.07,13.34,59.66,37.93
2016-10-24,133.28,13.52,61.0,38.27
2016-10-25,132.29,13.49,60.99,38.36
2016-10-26,131.04,13.48,60.63,38.31
2016-10-27,129.69,13.6,60.1,38.22
2016-10-28,131.29,13.33,59.87,38.17
2016-10-31,130.99,13.18,59.92,38.42
2016-11-01,129.5,12.72,59.8,38.46
2016-11-02,127.17,12.53,59.43,38.03
2016-11-03,120.0,12.49,59.21,38.31
2016-11-04,120.75,12.7,58.71,38.28
2016-11-07,122.15,12.88,60.42,39.09
2016-11-08,124.22,13.0,60.47,39.13
2016-11-09,123.18,12.67,60.17,39.55
2016-11-10,120.8,12.36,58.7,39.58
2016-11-11,119.02,12.57,59.02,39.45
2016-11-14,115.08,12.1,58.12,39.3
2016-11-15,117.2,12.25,58.87,39.17
2016-11-16,116.34,12.26,59.65,39.7
2016-11-17,117.79,12.58,60.64,40.25
2016-11-18,117.02,12.33,60.35,39.86
2016-11-21,121.77,12.3,60.86,39.89
2016-11-22,121.47,12.74,61.12,40.09
2016-11-23,120.84,12.88,60.4,40.1
2016-11-25,120.38,13.11,60.53,40.27
2016-11-28,120.41,13.07,60.61,40.3
2016-11-29,120.87,12.64,61.09,40.55
2016-11-30,118.42,12.63,60.26,40.19
2016-12-01,115.1,12.13,59.2,38.7
2016-12-02,115.4,12.1,59.25,38.5
2016-12-05,117.43,12.45,60.22,38.97
2016-12-06,117.31,12.39,59.95,39.47
2016-12-07,117.95,12.88,61.37,40.32
2016-12-08,118.91,12.82,61.01,40.35
2016-12-09,119.68,12.81,61.97,40.52
2016-12-12,117.77,12.83,62.17,40.51
2016-12-13,120.31,13.21,62.98,40.76
2016-12-14,120.21,13.25,62.68,40.88
2016-12-15,120.57,13.17,62.58,40.86
2016-12-16,119.87,13.5,62.3,39.1
2016-12-19,119.24,13.52,63.62,38.9
2016-12-20,119.09,13.92,63.54,39.0
2016-12-21,119.04,13.85,63.54,38.83
2016-12-22,117.4,13.9,63.55,38.96
2016-12-23,117.27,14.22,63.24,38.78
2016-12-27,118.01,14.64,63.28,38.82
2016-12-28,116.92,14.65,62.99,38.68
2016-12-29,116.35,14.31,62.9,38.69
2016-12-30,115.05,14.25,62.14,38.45
2017-01-03,116.86,14.47,62.58,38.55
2017-01-04,118.69,15.13,62.3,38.74
2017-01-05,120.67,15.12,62.3,38.64
2017-01-06,123.41,15.27,62.84,38.45
2017-01-09,124.9,15.42,62.64,39.03
2017-01-10,124.35,15.32,62.62,38.66
2017-01-11,126.09,15.32,63.19,39.11
2017-01-12,126.62,15.31,62.61,39.2
2017-01-13,128.34,15.85,62.7,39.26
2017-01-17,127.87,15.71,62.53,39.1
2017-01-18,127.92,15.89,62.5,39.19
2017-01-19,127.55,16.25,62.3,39.21
2017-01-20,127.04,16.32,62.74,39.87
2017-01-23,128.93,16.59,62.96,39.68
2017-01-24,129.37,16.97,63.52,40.1
2017-01-25,131.48,16.96,63.68,40.15
2017-01-26,132.78,16.83,64.27,40.13
2017-01-27,132.18,16.86,65.78,40.23
2017-01-30,130.98,16.71,65.13,40.23
2017-01-31,130.32,16.8,64.65,40.11
2017-02-01,133.23,16.62,63.58,39.84
2017-02-02,130.84,16.77,63.17,39.98
2017-02-03,130.98,16.76,63.68,40.43
2017-02-06,132.06,17.18,63.64,40.1
2017-02-07,131.84,17.17,63.43,40.07
2017-02-08,134.2,17.47,63.34,40.02
2017-02-09,134.14,17.95,64.06,40.23
2017-02-10,134.19,17.95,64.0,40.79
2017-02-13,134.05,18.71,64.72,41.09
2017-02-14,133.85,18.73,64.57,41.1
2017-02-15,133.44,18.65,64.53,41.41
2017-02-16,133.84,17.93,64.52,41.59
2017-02-17,133.53,18.15,64.62,42.06
2017-02-21,133.72,18.49,64.49,42.27
2017-02-22,136.12,18.23,64.36,42.51
2017-02-23,135.36,17.07,64.62,42.96
2017-02-24,135.44,17.13,64.62,43.17
2017-02-27,136.41,16.42,64.23,42.7
2017-02-28,135.54,16.67,63.98,42.59
2017-03-01,137.42,16.67,64.94,42.92
2017-03-02,136.76,16.7,64.01,42.89
2017-03-03,137.17,16.77,64.25,42.69
2017-03-06,137.42,16.75,64.27,42.57
2017-03-07,137.3,16.57,64.4,42.6
2017-03-08,137.72,16.46,64.99,42.61
2017-03-09,138.24,16.33,64.73,42.44
2017-03-10,138.79,16.25,64.93,42.68
2017-03-13,139.6,16.41,64.71,42.58
2017-03-14,139.32,17.2,64.41,42.79
2017-03-15,139.72,17.05,64.75,43.05
2017-03-16,139.99,17.47,64.64,45.73
2017-03-17,139.84,17.43,64.87,45.66
2017-03-20,139.94,17.46,64.93,45.23
2017-03-21,138.51,16.71,64.21,44.84
2017-03-22,139.59,17.0,65.03,44.79
2017-03-23,139.53,16.99,64.87,44.95
2017-03-24,140.34,17.54,64.98,44.65
2017-03-27,140.32,18.01,65.1,44.84
2017-03-28,141.76,18.5,65.29,44.69
2017-03-29,142.65,18.49,65.47,44.52
2017-03-30,142.41,18.53,65.71,44.68
2017-03-31,142.05,18.55,65.86,44.61
2017-04-03,142.28,19.9,65.55,44.61
2017-04-04,141.73,20.25,65.73,44.59
2017-04-05,141.85,19.67,65.56,44.49
2017-04-06,141.17,19.91,65.73,44.18
2017-04-07,140.78,20.17,65.68,44.29
2017-04-10,141.04,20.83,65.53,44.0
2017-04-11,139.92,20.58,65.48,44.17
2017-04-12,139.58,19.79,65.23,44.18
2017-04-13,139.39,20.27,64.95,44.0
2017-04-17,141.42,20.1,65.48,44.29
2017-04-18,140.96,20.02,65.39,44.52
2017-04-19,142.27,20.37,65.04,44.19
2017-04-20,143.8,20.17,65.5,44.53
2017-04-21,143.68,20.37,66.4,44.43
2017-04-24,145.47,20.54,67.53,44.84
2017-04-25,146.49,20.92,67.92,44.72
2017-04-26,146.56,20.68,67.83,44.69
2017-04-27,147.7,20.58,68.27,44.77
2017-04-28,150.25,20.94,68.46,44.96
2017-05-01,152.46,21.52,69.41,45.05
2017-05-02,152.78,21.26,69.3,45.13
2017-05-03,151.8,20.73,69.08,44.89
2017-05-04,150.85,19.7,68.81,45.47
2017-05-05,150.24,20.56,69.0,45.58
2017-05-08,151.06,20.48,68.94,45.56
2017-05-09,150.48,21.42,69.04,45.48
2017-05-10,150.29,21.68,69.31,45.53
2017-05-11,150.04,21.54,68.46,45.16
2017-05-12,150.33,21.65,68.38,45.08
2017-05-15,150.19,21.06,68.43,45.32
2017-05-16,149.78,21.13,69.41,45.29
2017-05-17,144.85,20.41,67.48,44.23
2017-05-18,147.66,20.87,67.71,44.17
2017-05-19,148.06,20.72,67.69,44.31
2017-05-22,148.24,20.69,68.45,44.63
2017-05-23,148.07,20.26,68.68,44.56
2017-05-24,150.04,20.68,68.77,44.83
2017-05-25,151.96,21.12,69.62,45.2
2017-05-26,152.13,21.68,69.96,45.26
2017-05-30,152.38,22.34,70.41,45.42
2017-05-31,151.46,22.73,69.84,45.39
2017-06-01,151.53,22.69,70.1,45.79
2017-06-02,153.61,22.66,71.76,45.66
2017-06-05,153.63,23.15,72.28,45.92
2017-06-06,152.81,23.52,72.52,45.61
2017-06-07,153.12,23.98,72.39,45.4
2017-06-08,154.71,24.67,71.95,45.42
2017-06-09,149.6,23.82,70.32,45.03
2017-06-12,148.44,23.93,69.78,44.85
2017-06-13,150.68,25.06,70.65,44.98
