Date,META_Price,TESLA_Price,MICROSOFT_Price,ORACLE_Price
2019-07-09,199.21,15.34,136.46,59.6
2019-07-10,202.73,15.93,137.85,60.15
2019-07-11,201.23,15.91,138.4,59.99
2019-07-12,204.87,16.34,138.9,59.81
2019-07-15,203.91,16.9,138.9,59.53
2019-07-16,203.84,16.83,137.08,58.61
2019-07-17,201.8,16.99,136.27,57.99
2019-07-18,200.78,16.9,136.42,58.12
2019-07-19,198.36,17.21,136.62,57.54
2019-07-22,202.32,17.05,138.43,57.6
2019-07-23,202.36,17.34,139.29,57.45
2019-07-24,204.66,17.66,140.72,58.11
2019-07-25,200.71,15.25,140.19,58.29
2019-07-26,199.75,15.2,141.34,58.5
2019-07-29,195.94,15.72,141.03,58.06
2019-07-30,197.04,16.15,140.35,57.49
2019-07-31,194.23,16.11,136.27,56.3
2019-08-01,192.73,15.59,138.06,55.88
2019-08-02,189.02,15.62,136.9,55.84
2019-08-05,181.73,15.22,132.21,53.76
2019-08-06,184.51,15.38,134.69,53.96
2019-08-07,185.15,15.56,135.28,53.34
2019-08-08,190.16,15.89,138.89,54.65
2019-08-09,187.85,15.67,137.71,53.9
2019-08-12,185.37,15.27,135.79,53.25
2019-08-13,188.45,15.67,138.6,53.97
2019-08-14,179.71,14.64,133.98,52.32
2019-08-15,182.59,14.38,133.68,52.59
2019-08-16,183.7,14.66,136.13,53.59
2019-08-19,186.17,15.12,138.41,53.87
2019-08-20,183.81,15.06,137.26,52.98
2019-08-21,183.55,14.72,138.79,53.24
2019-08-22,182.04,14.81,137.78,53.19
2019-08-23,177.75,14.09,133.39,51.58
2019-08-26,180.36,14.33,135.45,52.13
2019-08-27,181.3,14.27,135.74,52.39
2019-08-28,181.76,14.37,135.56,51.95
2019-08-29,185.57,14.78,138.12,52.16
2019-08-30,185.67,15.04,137.86,52.06
2019-09-03,182.39,15.0,136.04,51.89
2019-09-04,187.14,14.71,137.63,52.97
2019-09-05,190.9,15.31,140.05,53.84
2019-09-06,187.49,15.16,139.1,53.16
2019-09-09,188.76,15.45,137.52,54.54
2019-09-10,186.17,15.7,136.08,55.47
2019-09-11,188.49,16.47,136.12,56.29
2019-09-12,187.47,16.39,137.52,53.89
2019-09-13,187.19,16.35,137.32,53.75
2019-09-16,186.22,16.19,136.33,53.14
2019-09-17,188.08,16.32,137.39,52.87
2019-09-18,188.14,16.23,138.52,52.56
2019-09-19,190.14,16.44,141.07,53.37
2019-09-20,189.93,16.04,139.44,53.47
2019-09-23,186.82,16.08,139.14,54.02
2019-09-24,181.28,14.88,137.38,53.35
2019-09-25,182.8,15.25,139.36,53.84
2019-09-26,180.11,16.17,139.54,53.96
2019-09-27,177.1,16.14,137.73,54.09
2019-09-30,178.08,16.06,139.03,55.03
2019-10-01,175.81,16.31,137.07,53.8
2019-10-02,174.6,16.21,134.65,53.15
2019-10-03,179.38,15.54,136.28,53.86
2019-10-04,180.45,15.43,138.12,55.14
2019-10-07,179.68,15.85,137.12,54.8
2019-10-08,177.75,16.0,135.67,54.05
2019-10-09,179.85,16.3,138.24,54.53
2019-10-10,180.03,16.32,139.1,55.49
2019-10-11,184.19,16.53,139.68,56.89
2019-10-14,183.28,17.13,139.55,56.46
2019-10-15,188.89,17.19,141.57,56.35
2019-10-16,189.55,17.32,140.41,55.88
2019-10-17,190.39,17.46,139.69,55.06
2019-10-18,185.85,17.13,137.41,54.55
2019-10-21,189.76,16.9,138.43,55.13
2019-10-22,182.34,17.04,136.37,54.11
2019-10-23,186.15,16.98,137.24,54.13
2019-10-24,186.38,19.98,139.94,54.26
2019-10-25,187.89,21.88,140.73,54.17
2019-10-28,189.4,21.85,144.19,54.64
2019-10-29,189.31,21.08,142.83,54.8
2019-10-30,188.25,21.0,144.61,54.85
2019-10-31,191.65,20.99,143.37,54.49
2019-11-01,193.62,20.89,143.72,55.0
2019-11-04,194.72,21.16,144.55,55.45
2019-11-05,194.32,21.15,144.46,55.67
2019-11-06,191.55,21.77,144.06,55.7
2019-11-07,190.42,22.37,144.26,55.98
2019-11-08,190.84,22.48,145.96,56.49
2019-11-11,189.61,23.01,146.11,56.43
2019-11-12,194.47,23.33,147.07,56.59
2019-11-13,193.19,23.07,147.31,56.21
2019-11-14,193.15,23.29,148.06,56.09
2019-11-15,195.1,23.48,149.97,56.42
2019-11-18,197.4,23.33,150.34,56.19
2019-11-19,199.32,23.97,150.39,56.27
2019-11-20,197.51,23.48,149.62,56.24
2019-11-21,197.93,23.66,149.48,56.23
2019-11-22,198.82,22.2,149.59,56.39
2019-11-25,199.79,22.42,151.23,56.56
2019-11-26,198.97,21.93,152.03,56.51
2019-11-27,202.0,22.09,152.32,56.61
2019-11-29,201.64,22.0,151.38,56.14
2019-12-02,199.7,22.32,149.55,55.43
2019-12-03,198.82,22.41,149.31,54.59
2019-12-04,198.71,22.2,149.85,54.41
2019-12-05,199.36,22.02,149.93,54.68
2019-12-06,201.05,22.39,151.75,54.83
2019-12-09,201.34,22.64,151.36,55.31
2019-12-10,200.87,23.26,151.13,55.82
2019-12-11,202.26,23.51,151.7,56.31
2019-12-12,196.75,23.98,153.24,56.47
2019-12-13,194.11,23.89,154.53,54.51
2019-12-16,197.92,25.43,155.53,53.99
2019-12-17,198.39,25.27,154.69,52.84
2019-12-18,202.5,26.21,154.37,53.39
2019-12-19,206.06,26.94,155.71,53.24
2019-12-20,206.3,27.04,157.41,53.6
2019-12-23,206.18,27.95,157.41,53.71
2019-12-24,205.12,28.35,157.38,53.44
2019-12-26,207.79,28.73,158.67,53.57
2019-12-27,208.1,28.69,158.96,53.46
2019-12-30,204.41,27.65,157.59,52.7
2019-12-31,205.25,27.89,157.7,52.98
2020-01-02,209.78,28.68,160.62,53.95
2020-01-03,208.67,29.53,158.62,53.76
2020-01-06,212.6,30.1,159.03,54.04
2020-01-07,213.06,31.27,157.58,54.16
2020-01-08,215.22,32.81,160.09,54.13
2020-01-09,218.3,32.09,162.09,54.38
2020-01-10,218.06,31.88,161.34,54.45
2020-01-13,221.91,34.99,163.28,54.58
2020-01-14,219.06,35.86,162.13,54.88
2020-01-15,221.15,34.57,163.18,54.76
2020-01-16,221.77,34.23,166.17,55.43
2020-01-17,222.14,34.03,167.1,55.13
2020-01-21,221.44,36.48,166.5,55.22
2020-01-22,221.32,37.97,165.7,54.72
2020-01-23,219.76,38.15,166.72,54.98
2020-01-24,217.94,37.65,165.04,54.07
2020-01-27,214.87,37.2,162.28,52.69
2020-01-28,217.79,37.79,165.46,53.46
2020-01-29,223.23,38.73,168.04,53.2
2020-01-30,209.53,42.72,172.78,53.31
2020-01-31,201.91,43.37,170.23,52.45
2020-02-03,204.19,52.0,174.38,53.09
2020-02-04,209.83,59.14,180.12,54.04
2020-02-05,210.11,48.98,179.9,54.74
2020-02-06,210.85,49.93,183.63,54.71
2020-02-07,212.33,49.87,183.89,54.72
2020-02-10,213.06,51.42,188.7,54.99
2020-02-11,207.19,51.63,184.44,55.15
2020-02-12,210.76,51.15,184.71,55.73
2020-02-13,213.14,53.6,183.71,55.31
2020-02-14,214.18,53.34,185.35,55.47
2020-02-18,217.8,57.23,187.23,55.45
2020-02-19,217.49,61.16,187.28,55.44
2020-02-20,214.58,59.96,184.42,55.51
2020-02-21,210.18,60.07,178.59,54.68
2020-02-24,200.72,55.59,170.89,52.65
2020-02-25,196.77,53.33,168.07,50.96
2020-02-26,197.2,51.92,170.17,52.05
2020-02-27,189.75,45.27,158.18,50.78
2020-02-28,192.47,44.53,162.01,49.46
2020-03-02,196.44,49.57,172.79,50.9
2020-03-03,185.89,49.7,164.51,48.85
2020-03-04,191.76,49.97,170.55,50.54
2020-03-05,185.17,48.3,166.27,48.0
2020-03-06,181.09,46.9,161.57,47.37
2020-03-09,169.5,40.53,150.62,46.01
2020-03-10,178.19,43.02,160.92,48.58
2020-03-11,170.24,42.28,153.63,44.72
2020-03-12,154.47,37.37,139.06,39.8
2020-03-13,170.28,36.44,158.83,47.93
2020-03-16,146.01,29.67,135.42,42.72
2020-03-17,149.42,28.68,146.57,46.86
2020-03-18,146.96,24.08,140.4,47.27
2020-03-19,153.13,28.51,142.71,45.07
2020-03-20,149.73,28.5,137.35,45.65
2020-03-23,148.1,28.95,135.98,44.19
2020-03-24,160.98,33.67,148.34,47.84
2020-03-25,156.21,35.95,146.92,45.94
2020-03-26,163.34,35.21,156.11,50.48
2020-03-27,156.79,34.29,149.7,49.83
2020-03-30,165.95,33.48,160.23,50.36
2020-03-31,166.8,34.93,157.71,48.33
2020-04-01,159.6,32.1,152.11,48.71
2020-04-02,158.19,30.3,155.26,49.8
2020-04-03,154.18,32.0,153.83,49.4
2020-04-06,165.55,34.42,165.27,51.49
2020-04-07,168.83,36.36,163.49,50.76
2020-04-08,174.28,36.59,165.13,52.13
2020-04-09,175.19,38.2,165.14,53.18
2020-04-13,174.79,43.4,165.51,52.97
2020-04-14,178.17,47.33,173.7,54.0
2020-04-15,176.97,48.66,171.88,53.16
2020-04-16,176.25,49.68,177.04,53.7
2020-04-17,179.24,50.26,178.6,54.62
2020-04-20,178.24,49.76,175.06,53.91
2020-04-21,170.8,45.78,167.82,51.31
2020-04-22,182.28,48.81,173.52,52.27
2020-04-23,185.13,47.04,171.42,51.97
2020-04-24,190.07,48.34,174.55,53.01
2020-04-27,187.5,53.25,174.05,53.37
2020-04-28,182.91,51.27,169.81,53.2
2020-04-29,194.19,53.37,177.43,53.88
2020-04-30,204.71,52.13,179.21,52.97
2020-05-01,202.27,46.75,174.57,51.79
2020-05-04,205.26,50.75,178.84,51.75
2020-05-05,207.07,51.21,180.76,52.05
2020-05-06,208.47,52.17,182.54,51.86
2020-05-07,211.26,52.0,183.6,52.6
2020-05-08,212.35,54.63,184.68,53.57
2020-05-11,213.18,54.09,186.74,53.53
2020-05-12,210.1,53.96,182.51,52.27
2020-05-13,205.1,52.73,179.75,51.65
2020-05-14,206.81,53.56,180.53,52.91
2020-05-15,210.88,53.28,183.16,52.92
2020-05-18,213.19,54.24,184.91,53.15
2020-05-19,216.88,53.87,183.63,52.34
2020-05-20,229.97,54.37,185.66,52.9
2020-05-21,231.39,55.17,183.43,52.22
2020-05-22,234.91,54.46,183.51,52.62
2020-05-26,232.2,54.59,181.57,52.78
2020-05-27,229.14,54.68,181.81,53.2
2020-05-28,225.46,53.72,181.4,53.62
2020-05-29,225.09,55.67,183.25,53.77
2020-06-01,231.91,59.87,182.83,53.06
2020-06-02,232.72,58.77,184.91,53.28
2020-06-03,230.16,58.86,185.36,53.49
2020-06-04,226.29,57.63,182.92,52.85
2020-06-05,230.77,59.04,187.2,53.98
2020-06-08,231.4,63.33,188.36,55.1
2020-06-09,238.67,62.71,189.8,54.18
2020-06-10,236.73,68.34,196.84,54.11
2020-06-11,224.43,64.86,186.27,51.31
2020-06-12,228.58,62.35,187.74,51.86
2020-06-15,232.5,66.06,188.94,53.25
2020-06-16,235.65,65.48,193.57,54.59
2020-06-17,235.53,66.12,194.24,51.52
2020-06-18,235.94,66.93,196.32,53.69
2020-06-19,238.79,66.73,195.15,54.4
2020-06-22,239.22,66.29,200.57,55.12
2020-06-23,242.24,66.79,201.91,55.19
2020-06-24,234.02,64.06,197.84,54.44
2020-06-25,235.68,65.73,200.34,54.53
2020-06-26,216.08,63.98,196.33,54.18
2020-06-29,220.64,67.29,198.44,54.76
2020-06-30,227.07,71.99,203.51,55.27
2020-07-01,237.55,74.64,204.7,55.49
2020-07-02,233.42,80.58,206.26,55.94
2020-07-06,240.28,91.44,210.7,56.6
2020-07-07,240.86,92.66,208.25,56.31
2020-07-08,243.58,91.06,212.83,56.66
2020-07-09,244.5,92.95,214.32,57.53
2020-07-10,245.07,102.98,213.67,57.39
2020-07-13,239.0,99.8,207.07,57.01
2020-07-14,239.73,101.12,208.35,57.2
2020-07-15,240.28,103.07,208.04,56.62
2020-07-16,240.93,100.04,203.92,55.82
2020-07-17,242.03,100.06,202.88,54.9
2020-07-20,245.42,109.53,211.6,55.4
2020-07-21,241.75,104.56,208.75,55.91
2020-07-22,239.87,106.16,211.75,56.01
2020-07-23,232.6,100.87,202.54,55.76
2020-07-24,230.71,94.47,201.3,55.65
2020-07-27,233.5,102.64,203.85,55.34
2020-07-28,230.12,98.43,202.02,55.35
2020-07-29,233.29,99.94,204.06,55.7
2020-07-30,234.5,99.17,203.9,55.25
2020-07-31,253.67,95.38,205.01,55.45
2020-08-03,251.96,99.0,216.54,55.98
2020-08-04,249.83,99.13,213.29,56.0
2020-08-05,249.12,99.0,212.94,55.5
2020-08-06,265.28,99.31,216.35,55.28
2020-08-07,268.44,96.85,212.48,55.23
2020-08-10,263.0,94.57,208.25,54.94
2020-08-11,256.13,91.63,203.38,54.27
2020-08-12,259.89,103.65,209.19,54.17
2020-08-13,261.3,108.07,208.7,54.02
2020-08-14,261.24,110.05,208.9,54.2
2020-08-17,261.16,122.38,210.28,53.99
2020-08-18,262.34,125.81,211.49,55.18
2020-08-19,262.59,125.24,209.7,56.2
2020-08-20,269.01,133.46,214.58,55.26
2020-08-21,267.01,136.67,213.02,55.19
2020-08-24,271.39,134.28,213.69,56.01
2020-08-25,280.82,134.89,216.47,56.09
2020-08-26,303.91,143.54,221.15,57.49
2020-08-27,293.22,149.25,226.58,57.18
2020-08-28,293.66,147.56,228.91,57.88
2020-08-31,293.2,166.11,225.53,57.22
2020-09-01,295.44,158.35,227.27,57.66
2020-09-02,302.5,149.12,231.65,59.03
2020-09-03,291.12,135.67,217.3,57.1
2020-09-04,282.73,139.44,214.25,55.73
2020-09-08,271.16,110.07,202.66,55.32
2020-09-09,273.72,122.09,211.29,56.95
2020-09-10,268.09,123.78,205.37,57.33
2020-09-11,266.61,124.24,204.03,57.0
2020-09-14,266.15,139.87,205.41,59.46
2020-09-15,272.42,149.92,208.78,60.94
2020-09-16,263.52,147.25,205.05,60.43
2020-09-17,254.82,141.14,202.91,60.18
2020-09-18,252.53,147.38,200.39,59.75
2020-09-21,248.15,149.8,202.54,60.82
2020-09-22,254.75,141.41,207.42,60.62
2020-09-23,249.02,126.79,200.59,58.96
2020-09-24,249.53,129.26,203.19,59.3
2020-09-25,254.82,135.78,207.82,59.8
2020-09-28,256.82,140.4,209.44,59.58
2020-09-29,261.79,139.69,207.26,59.47
2020-09-30,261.9,143.0,210.33,59.7
2020-10-01,266.63,149.39,212.46,59.68
2020-10-02,259.94,138.36,206.19,58.83
2020-10-05,264.65,141.89,210.38,59.56
2020-10-06,258.66,137.99,205.91,59.51
2020-10-07,258.12,141.77,209.83,60.59
2020-10-08,263.76,141.97,210.58,60.89
2020-10-09,264.45,144.67,215.81,61.15
2020-10-12,275.75,147.43,221.4,61.46
2020-10-13,276.14,148.88,222.86,60.97
2020-10-14,271.82,153.77,220.86,60.96
2020-10-15,266.72,149.63,219.66,60.52
2020-10-16,265.93,146.56,219.66,60.29
2020-10-19,261.4,143.61,214.22,59.62
2020-10-20,267.56,140.65,214.65,59.75
2020-10-21,278.73,140.88,214.8,59.67
2020-10-22,278.12,141.93,214.89,59.69
2020-10-23,284.79,140.21,216.23,59.9
2020-10-26,277.11,140.09,210.08,57.49
2020-10-27,283.29,141.56,213.25,57.08
2020-10-28,267.67,135.34,202.68,55.59
2020-10-29,280.83,136.94,204.72,56.02
2020-10-30,263.11,129.35,202.47,56.11
2020-11-02,261.36,133.5,202.33,56.45
2020-11-03,265.3,141.3,206.43,56.8
2020-11-04,287.38,140.33,216.39,56.49
2020-11-05,294.68,146.03,223.29,56.66
2020-11-06,293.41,143.32,223.72,56.8
2020-11-09,278.77,140.42,218.39,56.84
2020-11-10,272.43,136.79,211.01,56.67
2020-11-11,276.48,139.04,216.55,57.2
2020-11-12,275.08,137.25,215.44,56.45
2020-11-13,276.95,136.17,216.51,56.91
2020-11-16,278.96,136.03,217.23,57.15
2020-11-17,275.0,147.2,214.46,57.12
2020-11-18,271.97,162.21,211.08,56.25
2020-11-19,272.94,166.42,212.42,56.45
2020-11-20,269.7,163.2,210.39,55.7
2020-11-23,268.43,173.95,210.11,56.08
2020-11-24,276.92,185.13,213.86,57.57
2020-11-25,275.59,191.33,213.87,57.41
2020-11-27,277.81,195.25,215.23,57.76
2020-11-30,276.97,189.2,214.07,57.72
2020-12-01,286.55,194.92,216.21,58.74
2020-12-02,287.52,189.61,215.37,59.08
2020-12-03,281.85,197.79,214.24,59.27
2020-12-04,279.7,199.68,214.36,59.96
2020-12-07,285.58,213.92,214.29,59.8
2020-12-08,283.4,216.63,216.01,59.03
2020-12-09,277.92,201.49,211.8,59.73
2020-12-10,277.12,209.02,210.52,59.48
2020-12-11,273.55,203.33,213.26,60.61
2020-12-14,274.19,213.28,214.2,60.76
2020-12-15,275.55,211.08,214.13,61.86
2020-12-16,275.67,207.59,219.28,62.78
2020-12-17,274.48,218.63,219.42,63.61
2020-12-18,276.4,231.67,218.59,65.06
2020-12-21,272.79,216.62,222.59,64.48
2020-12-22,267.09,213.45,223.94,65.15
2020-12-23,268.11,215.33,221.02,65.3
2020-12-24,267.4,220.59,222.75,64.96
2020-12-28,277.0,221.23,224.96,64.87
2020-12-29,276.78,222.0,224.15,64.46
2020-12-30,271.87,231.59,221.68,64.4
2020-12-31,273.16,235.22,222.42,64.69
2021-01-04,268.94,243.26,217.69,63.75
2021-01-05,270.97,245.04,217.9,62.96
2021-01-06,263.31,251.99,212.25,62.57
2021-01-07,268.74,272.01,218.29,63.07
2021-01-08,267.57,293.34,219.62,63.38
2021-01-11,256.84,270.4,217.49,63.03
2021-01-12,251.09,283.15,214.93,62.42
2021-01-13,251.64,284.8,216.34,62.06
2021-01-14,245.64,281.67,213.02,61.6
2021-01-15,251.36,275.39,212.65,61.78
2021-01-19,261.1,281.52,216.44,61.29
2021-01-20,267.48,283.48,224.34,61.56
2021-01-21,272.87,281.66,224.97,61.21
2021-01-22,274.5,282.21,225.95,60.36
2021-01-25,278.01,293.6,229.53,60.9
2021-01-26,282.05,294.36,232.33,61.8
2021-01-27,272.14,288.05,232.9,62.55
2021-01-28,265.0,278.48,238.93,61.22
2021-01-29,258.33,264.51,231.96,60.43
2021-02-01,262.01,279.94,239.65,61.51
2021-02-02,267.08,290.93,239.51,62.37
2021-02-03,266.65,284.9,243.0,62.17
2021-02-04,266.49,283.33,242.01,63.35
2021-02-05,268.1,284.08,242.2,63.6
2021-02-08,266.58,287.81,242.47,63.11
2021-02-09,269.45,283.15,243.77,63.67
2021-02-10,271.87,268.27,242.82,63.27
2021-02-11,270.39,270.55,244.49,62.7
2021-02-12,270.5,272.04,244.99,63.08
2021-02-16,273.97,265.41,243.7,62.14
2021-02-17,273.57,266.05,244.2,62.09
2021-02-18,269.39,262.46,243.79,62.07
2021-02-19,261.56,260.43,240.97,61.13
2021-02-22,260.33,238.17,234.51,64.45
2021-02-23,265.86,232.95,233.27,64.5
2021-02-24,264.31,247.34,234.55,64.7
2021-02-25,254.69,227.41,228.99,65.3
2021-02-26,257.62,225.17,232.38,64.51
2021-03-01,264.91,239.48,236.94,66.17
2021-03-02,259.0,228.81,233.87,66.66
2021-03-03,255.41,217.73,227.56,66.91
2021-03-04,257.64,207.15,226.73,65.61
2021-03-05,264.28,199.32,231.6,69.97
2021-03-08,255.31,187.67,227.39,72.16
2021-03-09,265.74,224.53,233.78,72.64
2021-03-10,264.9,222.69,232.42,72.12
2021-03-11,273.88,233.2,237.13,67.41
2021-03-12,268.4,231.24,235.75,67.16
2021-03-15,273.75,235.98,234.81,67.73
2021-03-16,279.28,225.63,237.71,66.85
2021-03-17,284.01,233.94,237.04,66.22
2021-03-18,278.62,217.72,230.72,66.74
2021-03-19,290.11,218.29,230.35,66.26
2021-03-22,293.54,223.33,235.99,66.32
2021-03-23,290.63,220.72,237.58,67.27
2021-03-24,282.14,210.09,235.46,66.83
2021-03-25,278.74,213.46,232.34,68.63
2021-03-26,283.02,206.24,236.48,70.25
2021-03-29,290.82,203.76,235.24,71.13
2021-03-30,288.0,211.87,231.85,70.55
2021-03-31,294.53,222.64,235.77,70.17
2021-04-01,298.66,220.58,242.35,71.81
2021-04-05,308.91,230.35,249.07,74.16
2021-04-06,306.26,230.54,247.86,74.28
2021-04-07,313.09,223.66,249.9,74.07
2021-04-08,313.02,227.93,253.25,75.28
2021-04-09,312.46,225.67,255.85,75.58
2021-04-12,311.54,233.99,255.91,76.12
2021-04-13,309.76,254.11,258.49,76.67
2021-04-14,302.82,244.08,255.59,76.82
2021-04-15,307.82,246.28,259.5,78.29
2021-04-16,306.18,246.59,260.74,78.95
2021-04-19,302.24,238.21,258.74,78.75
2021-04-20,302.65,239.66,258.26,79.24
2021-04-21,301.47,248.04,260.58,76.66
2021-04-22,296.52,239.9,257.17,74.87
2021-04-23,301.13,243.13,261.15,74.97
2021-04-26,303.04,246.07,261.55,74.5
2021-04-27,303.57,234.91,261.97,75.22
2021-04-28,307.1,231.47,254.56,74.77
2021-04-29,329.51,225.67,252.51,75.87
2021-04-30,325.08,236.48,252.18,75.79
2021-05-03,322.58,228.3,251.86,77.33
2021-05-04,318.36,224.53,247.79,78.53
2021-05-05,315.02,223.65,246.47,79.19
2021-05-06,320.02,221.18,249.73,79.74
2021-05-07,319.08,224.12,252.46,80.4
2021-05-10,305.97,209.68,247.18,80.15
2021-05-11,306.53,205.73,246.23,77.69
2021-05-12,302.55,196.63,239.0,76.75
2021-05-13,305.26,190.56,243.03,78.14
2021-05-14,315.94,196.58,248.15,78.89
2021-05-17,315.46,192.28,245.18,79.08
2021-05-18,309.96,192.62,243.08,78.69
2021-05-19,313.59,187.82,243.12,78.74
2021-05-20,318.61,195.59,246.48,78.72
2021-05-21,316.23,193.63,245.17,79.03
2021-05-24,324.63,202.15,250.78,79.38
2021-05-25,327.79,201.56,251.72,78.83
2021-05-26,327.66,206.38,251.49,79.26
2021-05-27,332.75,210.28,249.31,78.98
2021-05-28,328.73,208.41,249.68,78.74
2021-06-01,329.13,207.97,247.4,79.57
2021-06-02,329.15,201.71,247.3,80.27
2021-06-03,326.04,190.95,245.71,81.09
2021-06-04,330.35,199.68,250.79,82.89
2021-06-07,336.58,201.71,253.81,83.94
2021-06-08,333.68,201.2,252.57,84.61
2021-06-09,330.25,199.59,253.59,84.52
2021-06-10,332.46,203.37,257.24,82.3
2021-06-11,331.26,203.3,257.89,82.9
2021-06-14,336.77,205.9,259.89,82.62
2021-06-15,336.75,199.79,258.36,81.64
2021-06-16,331.08,201.62,257.38,77.08
2021-06-17,336.51,205.53,260.9,77.56
2021-06-18,329.66,207.77,259.43,76.23
2021-06-21,332.29,206.94,262.63,77.99
2021-06-22,339.03,207.9,265.51,78.68
2021-06-23,340.59,218.86,265.27,78.1
2021-06-24,343.18,226.61,266.69,77.74
2021-06-25,341.37,223.96,265.02,78.46
2021-06-28,355.64,229.57,268.72,78.5
2021-06-29,351.89,226.92,271.4,78.1
2021-06-30,347.71,226.57,270.9,77.84
2021-07-01,354.39,225.97,271.6,79.54
2021-07-02,354.7,226.3,277.65,81.82
2021-07-06,352.78,219.86,277.66,83.08
2021-07-07,350.49,214.88,279.93,86.09
2021-07-08,345.65,217.6,277.42,85.59
2021-07-09,350.42,218.98,277.94,87.76
